id;Titre;Type de dossier;Date initiale;URL du dossier;État du dossier;Décision du CC;Date de la décision;Date de promulgation;Numéro de la loi;Thèmes;total_amendements;total_mots;short_title;loi_dite;assemblee_id
ppl12-119;proposition de loi portant création d'une Haute autorité chargée du contrôle et de la régulation des normes applicables aux collectivités locales;proposition de loi;2012-11-12;https://www.senat.fr/dossier-legislatif/ppl12-119.html;promulgué;;;2013-10-18;Loi n° 2013-921 du 17 octobre 2013;Collectivités territoriales,Pouvoirs publics et Constitution;130;134528;Normes applicables aux collectivités locales;;14-haute_autorite_normes_collectivites_locales
ppl18-256;proposition de loi constitutionnelle tendant à instaurer un vrai référendum d'initiative citoyenne;proposition de loi;2019-01-21;https://www.senat.fr/dossier-legislatif/ppl18-256.html;;;;;;Société,Pouvoirs publics et Constitution;0;0;Instaurer un vrai référendum d'initiative citoyenne;;
pjl09-585;projet de loi de règlement des comptes et rapport de gestion pour l'année 2009;projet de loi;2010-05-26;https://www.senat.fr/dossier-legislatif/pjl09-585.html;promulgué;;;2010-07-23;Loi n° 2010-832 du 22 juillet 2010;Budget,Économie et finances, fiscalité;3;67505;Règlement des comptes;;13-reglement_comptes_2009
ppl18-091;proposition de loi relative au renforcement de la sécurité des sapeurs-pompiers;proposition de loi;2018-10-30;https://www.senat.fr/dossier-legislatif/ppl18-091.html;;;;;;Société,Police et sécurité;1;15914;Sécurité des sapeurs-pompiers;;15-renforcement_securite_sapeurs-pompiers
pjl20-273;projet de loi autorisant la ratification de l'accord portant extinction des traités bilatéraux d'investissement entre États membres de l'Union européenne;projet de loi;2021-01-13;https://www.senat.fr/dossier-legislatif/pjl20-273.html;;;;;;Union européenne,Économie et finances, fiscalité;0;24462;Extinction des traités bilatéraux d'investissement dans l'UE;;15-DLR5L15N41351
pjl07-341;projet de loi relatif à la protection du secret des sources des journalistes;projet de loi;2008-03-12;https://www.senat.fr/dossier-legislatif/pjl07-341.html;promulgué;;;2010-01-05;Loi n° 2010-1 du 4 janvier 2010;Culture,Justice;118;72052;Journalistes;;13-protection_secret_sources_journalistes
pjl12-509;projet de loi autorisant l'approbation de l'accord de sécurité sociale sous forme d'échange de lettres entre le Gouvernement de la République française et l'Organisation internationale pour l'énergie de fusion en vue de la mise en oeuvre conjointe du projet ITER;projet de loi;2012-08-01;https://www.senat.fr/dossier-legislatif/pjl12-509.html;promulgué;;;2013-07-06;Loi n° 2013-584 du 4 septembre 2013;Affaires étrangères et coopération,Traités et conventions,Recherche, sciences et techniques,Sécurité sociale;0;18484;Accord de sécurité sociale : projet ITER;;14-securite_sociale_organisation_energie_fusion
pjl14-552;projet de loi autorisant l'approbation de la décision du Conseil du 26 mai 2014 relative au système des ressources propres de l'Union européenne;projet de loi;2015-06-24;https://www.senat.fr/dossier-legislatif/pjl14-552.html;promulgué;;;2015-12-17;Loi n° 2015-1672 du 16 décembre 2015;Affaires étrangères et coopération,Union européenne,Traités et conventions;0;68701;Ressources propres de l'Union européenne;;14-systeme_ressources_propres_ue
pjl13-279;projet de loi d'avenir pour l'agriculture, l'alimentation et la forêt;projet de loi;2013-11-13;https://www.senat.fr/dossier-legislatif/pjl13-279.html;promulgué;partiellement conforme;2014-10-09;2015-01-03;Loi n° 2014-1170 du 13 octobre 2014;Agriculture et pêche,Aménagement du territoire;7657;1711996;Agriculture, alimentation et forêt;;14-avenir_agriculture_alimentation_foret
pjl09-271;projet de loi autorisant l'approbation de la convention sur le transfèrement des personnes condamnées entre le Gouvernement de la République française et le Gouvernement de la République dominicaine;projet de loi;2010-01-05;https://www.senat.fr/dossier-legislatif/pjl09-271.html;promulgué;;;2010-03-03;Loi n° 2010-208 du 2 mars 2010;Traités et conventions;0;0;République dominicaine;;13-Fr-Repdom_transferement
ppl15-825;proposition de loi portant adaptation du deuxième cycle de l'enseignement supérieur français au système Licence-Master-Doctorat;proposition de loi;2016-09-09;https://www.senat.fr/dossier-legislatif/ppl15-825.html;promulgué;;;2016-12-24;Loi n° 2016-1828 du 23 décembre 2016;Éducation;43;43471;Adaptation du master au système Licence-Master-Doctorat;;14-deuxieme_cycle_enseignement_superieur_lmd
ppl11-564;proposition de loi visant à faciliter le transfert des biens sectionaux aux communes;proposition de loi;2012-05-25;https://www.senat.fr/dossier-legislatif/ppl11-564.html;promulgué;;;2013-05-28;Loi n° 2013-428 du 27 mai 2013;Collectivités territoriales;107;69693;Biens sectionaux;;14-transfert_biens_sectionaux_communes
pjl13-780;projet de loi autorisant la ratification du protocole modifiant l'accord de transport aérien entre la Communauté européenne et ses Etats membres, d'une part, et les Etats-Unis d'Amérique, d'autre part;projet de loi;2012-09-12;https://www.senat.fr/dossier-legislatif/pjl13-780.html;promulgué;;;2014-11-14;Loi n° 2014-1349 du 13 novembre 2014;Affaires étrangères et coopération,Union européenne,Transports;0;18807;Transport aérien;;14-protocole_transport_aerien_CE_Etats-Unis
ppl19-339;proposition de loi visant à rendre effectif et à renforcer le plafonnement des frais bancaires;proposition de loi;2020-02-19;https://www.senat.fr/dossier-legislatif/ppl19-339.html;;;;;;Économie et finances, fiscalité;20;26173;Rendre effectif et renforcer le plafonnement des frais bancaires;;15-effectivite_renforcement_plafonnement_frais_bancaires
ppl12-272;proposition de loi relative à la prorogation du mécanisme de l'éco-participation répercutée à l'identique et affichée pour les équipements électriques et électroniques ménagers;proposition de loi;2013-01-22;https://www.senat.fr/dossier-legislatif/ppl12-272.html;promulgué;;;2013-04-25;Loi n° 2013-344 du 24 avril 2013;Environnement,Économie et finances, fiscalité;2;23328;Eco-participation;;14-prorogation_eco-participation_equipements_menagers
pjl14-117;projet de loi autorisant la ratification de l'accord de partenariat et de coopération entre l'Union européenne et ses Etats membres, d'une part, et la République d'Irak, d'autre part;projet de loi;2013-08-28;https://www.senat.fr/dossier-legislatif/pjl14-117.html;promulgué;;;2015-02-04;Loi n° 2015-106 du 3 février 2015;Affaires étrangères et coopération,Union européenne,Traités et conventions;0;0;Accord UE-Irak : partenariat et coopération;;14-partenariat_Europe_Irak
15-garantie_emploi_etat_employeur;Garantie d’emploi par l’État employeur en dernier ressort;proposition de loi;2021-03-23;http://www.assemblee-nationale.fr/dyn/15/dossiers/garantie_emploi_etat_employeur;;;;;;;12;0;Garantie d’emploi par l’État employeur en dernier ressort;;15-garantie_emploi_etat_employeur
ppl13-040;proposition de loi visant à mieux encadrer l'utilisation des produits phytosanitaires sur le territoire national;proposition de loi;2013-10-07;https://www.senat.fr/dossier-legislatif/ppl13-040.html;promulgué;;;2014-02-08;Loi n° 2014-110 du 6 février 2014;Agriculture et pêche,Questions sociales et santé;47;49022;Produits phytosanitaires;;14-encadrer_utlisation_produits_phytosanitaires
pjl19-473;projet de loi organique portant report des élections sénatoriales et des élections législatives partielles;projet de loi;2020-05-27;https://www.senat.fr/dossier-legislatif/pjl19-473.html;promulgué;conforme;2020-07-30;2020-08-04;Loi n° 2020-976 du 3 août 2020;Collectivités territoriales,Pouvoirs publics et Constitution,Questions sociales et santé;13;14590;Report des élections sénatoriales et des élections législatives partielles (texte organique);;15-report_senatoriales_legislatives_partielles
pjl16-528;projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement fédéral autrichien relatif à la réadmission des personnes en situation irrégulière;projet de loi;2017-10-24;https://www.senat.fr/dossier-legislatif/pjl16-528.html;promulgué;;;2018-08-04;Loi n° 2018-692 du 3 août 2018;Affaires étrangères et coopération,Justice;0;12316;Accord avec l'Autriche sur les personnes en situation irrégulière;;15-accord_readmission_personnes_situation_irreguliere
pjl18-732;projet de loi autorisant l'approbation des accords entre la France et l'Éthiopie, la France et la République du Costa Rica et la France et le Mozambique relatifs aux services aériens;projet de loi;2018-07-18;https://www.senat.fr/dossier-legislatif/pjl18-732.html;promulgué;;;2020-02-06;Loi n° 2020-85 du 5 février 2020;Affaires étrangères et coopération,Transports;0;13355;Accords France-Éthiopie, France-Costa Rica, France-Mozambique;;15-accord_services_aeriens_ethiopie_costa-rica_mozambique
pjl14-353;projet de loi autorisant la ratification de la convention n° 188 de l'Organisation internationale du travail relative au travail dans la pêche;projet de loi;2014-04-16;https://www.senat.fr/dossier-legislatif/pjl14-353.html;promulgué;;;2015-04-28;Loi n° 2015-470 du 27 avril 2015;Agriculture et pêche,Traités et conventions;0;0;Organisation internationale du travail dans la pêche;;14-convention_OIT_travail_peche
pjlf2012;projet de loi de finances pour 2012;projet de loi;2011-09-28;https://www.senat.fr/dossier-legislatif/pjlf2012.html;promulgué;partiellement conforme;2011-12-28;2012-01-14;Loi n° 2011-1977 du 28 décembre 2011;Budget,Économie et finances, fiscalité;2046;1903391;Budget 2012;;13-loi_finances_2012
ppl18-384;proposition de loi portant reconnaissance du crime d'écocide;proposition de loi;2019-03-19;https://www.senat.fr/dossier-legislatif/ppl18-384.html;;;;;;Société,Environnement;9;24250;Reconnaissance du crime d'écocide;;
15-inspection_generale_protection_lanceurs_alerte;Inspection générale de la protection des lanceurs d’alerte;proposition de loi;2020-01-16;http://www.assemblee-nationale.fr/dyn/15/dossiers/inspection_generale_protection_lanceurs_alerte;;;;;;;0;0;Inspection générale de la protection des lanceurs d’alerte;;15-inspection_generale_protection_lanceurs_alerte
pjl08-312;projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement du Royaume du Bahreïn relatif à la coopération en matière de sécurité intérieure et de défense civile;projet de loi;2009-04-01;https://www.senat.fr/dossier-legislatif/pjl08-312.html;promulgué;;;2010-04-17;Loi n° 2010-382 du 16 avril 2010;Affaires étrangères et coopération,Traités et conventions;0;0;Bahreïn;;13-accord_bahrein_defense
ppl18-282;proposition de loi pour une école vraiment inclusive;proposition de loi;2018-12-19;https://www.senat.fr/dossier-legislatif/ppl18-282.html;;;;;;Société,Questions sociales et santé,Éducation;131;34008;Pour une école vraiment inclusive;;
pjl13-071;projet de loi garantissant l'avenir et la justice du système de retraites;projet de loi;2013-09-18;https://www.senat.fr/dossier-legislatif/pjl13-071.html;promulgué;;2014-01-16;2014-01-21;Loi n° 2014-40 du 20 janvier 2014;Société,Sécurité sociale;2523;1298705;Retraites;;14-avenir_justice_systeme_retraites
pjl14-482;projet de loi autorisant l'approbation de l'amendement à la convention sur l'accès à l'information, la participation du public au processus décisionnel et l'accès à la justice en matière d'environnement;projet de loi;2015-06-03;https://www.senat.fr/dossier-legislatif/pjl14-482.html;promulgué;;;2016-03-31;Loi n° 2016-369 du 30 mars 2016;Affaires étrangères et coopération,Environnement,Traités et conventions;0;41443;Convention internationale (environnement);;14-amendement_convention_environnement
pjl09-541;projet de loi autorisant l'approbation de l'accord entre la France et les Bahamas relatif à l'échange de renseignements en matière fiscale;projet de loi;2010-02-23;https://www.senat.fr/dossier-legislatif/pjl09-541.html;promulgué;;;2010-07-24;Loi n° 2010-842 du 23 juillet 2010;Affaires étrangères et coopération,Économie et finances, fiscalité;0;0;Bahamas;;13-Fr-Bahamas_renseignements_fiscaux
pjl12-163;projet de loi relatif à la mobilisation du foncier public en faveur du logement et au renforcement des obligations de production de logement social;projet de loi;2012-11-14;https://www.senat.fr/dossier-legislatif/pjl12-163.html;promulgué;conforme;2013-01-17;2013-01-19;Loi n° 2013-61 du 18 janvier 2013;Logement et urbanisme,Économie et finances, fiscalité;295;337528;Logement;;14-logement_social_foncier_public
ppl17-489;proposition de loi relative à l'expertise des comités de protection des personnes;proposition de loi;2018-04-04;https://www.senat.fr/dossier-legislatif/ppl17-489.html;promulgué;;;2018-10-18;Loi n° 2018-892 du 17 octobre 2018;Questions sociales et santé;10;33632;Comités de protection des personnes;;15-expertise_comites_protection_personnes
pjl12-805;projet de loi relatif à l'économie sociale et solidaire;projet de loi;2013-07-24;https://www.senat.fr/dossier-legislatif/pjl12-805.html;promulgué;;;2014-08-01;Loi n° 2014-856 du 31 juillet 2014;Société,Économie et finances, fiscalité,Questions sociales et santé;2052;763147;Économie sociale et solidaire;;14-economie_sociale_solidaire
pjl12-664;projet de loi habilitant le Gouvernement à simplifier les relations entre l'administration et les citoyens;projet de loi;2013-05-02;https://www.senat.fr/dossier-legislatif/pjl12-664.html;promulgué;;;2013-11-13;Loi n° 2013-1005 du 12 novembre 2013;Société,Pouvoirs publics et Constitution,Fonction publique;77;60689;Relations entre l'administration et les citoyens;;14-simplifier_relations_administration_citoyens
pjl14-418;projet de loi autorisant la ratification de l'accord avec Saint-Barthélemy sur la fiscalité de l'épargne et la coopération administrative dans le domaine de la fiscalité;projet de loi;2015-02-04;https://www.senat.fr/dossier-legislatif/pjl14-418.html;promulgué;;;2015-10-08;Loi n° 2015-1236 du 7 octobre 2015;Affaires étrangères et coopération,Union européenne,Économie et finances, fiscalité;0;68701;Accord fiscal avec Saint-Barthélemy;;14-application_Saint-Barthelemy_legislation_UE_fiscalite
15-accelerer_egalite_economique_professionnelle;Accélérer l’égalité économique et professionnelle;proposition de loi;2021-03-23;http://www.assemblee-nationale.fr/dyn/15/dossiers/accelerer_egalite_economique_professionnelle;;;;;;;707;0;Accélérer l’égalité économique et professionnelle;;15-accelerer_egalite_economique_professionnelle
ppl18-192;proposition de loi relative au recours à la vidéoprotection à des fins de lutte contre les infractions à la salubrité publique;proposition de loi;2018-12-12;https://www.senat.fr/dossier-legislatif/ppl18-192.html;;;;;;Collectivités territoriales,Société,Police et sécurité,Environnement;0;0;Vidéoprotection et infractions à la salubrité publique;;
pjl13-650;projet de loi portant réforme ferroviaire;projet de loi;2013-10-16;https://www.senat.fr/dossier-legislatif/pjl13-650.html;promulgué;;;2014-08-05;Loi n° 2014-872 du 4 août 2014;Transports;1301;126248;Réforme ferroviaire;;14-reforme_ferroviaire
ppl17-743;proposition de loi visant à supprimer la clause de conscience en matière d'interruption volontaire de grossesse;proposition de loi;2018-09-28;https://www.senat.fr/dossier-legislatif/ppl17-743.html;;;;;;Société,Questions sociales et santé;0;0;Suppression de la clause de conscience en matière d'IVG;;
pjl17-435;projet de loi pour un nouveau pacte ferroviaire;projet de loi;2018-03-14;https://www.senat.fr/dossier-legislatif/pjl17-435.html;promulgué;;;2018-06-28;Loi n° 2018-515 du 27 juin 2018;Transports;943;697639;Nouveau pacte ferroviaire;;15-nouveau_pacte_ferroviaire
ppl10-548;proposition de loi autorisant l'expérimentation des maisons de naissance;proposition de loi;2011-05-24;https://www.senat.fr/dossier-legislatif/ppl10-548.html;promulgué;;;2013-12-07;Loi n° 2013-1118 du 6 décembre 2013;Famille,Questions sociales et santé;15;14584;Maisons de naissance;;14-autorisation_experimentation_maisons_naissance
pjl12-517;projet de loi autorisant l'approbation de l'avenant à la convention entre le Gouvernement de la République française et le Gouvernement du Canada tendant à éviter les doubles impositions et à prévenir l'évasion fiscale en matière d'impôts sur le revenu et la fortune;projet de loi;2013-04-17;https://www.senat.fr/dossier-legislatif/pjl12-517.html;promulgué;;;2013-12-24;Loi n° 2013-1201 du 23 décembre 2013;Affaires étrangères et coopération,Économie et finances, fiscalité;0;30767;Canada;;14-convention_fiscale_Canada
pjl08-351;projet de loi autorisant l'approbation de la convention d'entraide judiciaire en matière pénale entre le Gouvernement de la République française et le Gouvernement de l'État des Émirats Arabes Unis;projet de loi;2008-11-12;https://www.senat.fr/dossier-legislatif/pjl08-351.html;promulgué;;;2009-06-19;Loi n° 2009-712 du 18 juin 2009;Affaires étrangères et coopération,Traités et conventions,Justice;0;0;Emirats arabes unis;;13-entraide_judiciaire_emirats_arabes_unis
ppl18-427;proposition de loi tendant à renforcer l'effectivité du droit au changement d'assurance emprunteur;proposition de loi;2019-04-03;https://www.senat.fr/dossier-legislatif/ppl18-427.html;;;;;;Société;4;30080;Changement d'assurance emprunteur;;15-droit_changement_assurance_emprunteur
pjl18-526;projet de loi autorisant l'approbation des accords-cadres sur la coopération sanitaire transfrontalière entre le Gouvernement de la République française, le Conseil fédéral suisse et le Grand-Duché de Luxembourg;projet de loi;2017-11-22;https://www.senat.fr/dossier-legislatif/pjl18-526.html;promulgué;;;2019-07-02;Loi n° 2019-686 du 1er juillet 2019;Affaires étrangères et coopération;0;30644;Accords France-Suisse et France-Luxembourg;;15-accord_cooperation_sanitaire_suisse_luxembourg
pjl08-334;projet de loi autorisant l'approbation de la convention de partenariat entre la France et l'Algérie;projet de loi;2009-04-08;https://www.senat.fr/dossier-legislatif/pjl08-334.html;promulgué;;;2010-02-23;Loi n° 2010-162 du 22 février 2010;Affaires étrangères et coopération;0;51022;Algérie;;13-algerie_partenariat
pjl13-482;projet de loi portant adaptation de la procédure pénale au droit de l'Union européenne;projet de loi;2014-04-23;https://www.senat.fr/dossier-legislatif/pjl13-482.html;promulgué;partiellement conforme;2015-08-13;2015-08-18;Loi n° 2015-993 du 17 août 2015;Union européenne,Justice;188;112457;Adaptation au droit de l'Union européenne;;14-adaptation_procedure_penale_UE
ppl10-255;proposition de loi relative à l'établissement d'un contrôle des armes moderne, simplifié et préventif;proposition de loi;2010-07-30;https://www.senat.fr/dossier-legislatif/ppl10-255.html;promulgué;;;2012-03-07;Loi n° 2012-304 du 6 mars 2012;Police et sécurité,Justice;179;80563;Contrôle des armes;;13-controle_armes
ppl19-048;proposition de loi visant à garantir le libre choix du consommateur dans le cyberespace;proposition de loi;2019-10-10;https://www.senat.fr/dossier-legislatif/ppl19-048.html;;;;;;Société,Recherche, sciences et techniques;31;29184;Libre choix du consommateur dans le cyberespace;;15-garantie_libre_choix_consommateur_cyberespace
pjl14-246;projet de loi autorisant la ratification de la convention n° 181 de l'Organisation internationale du travail relative aux agences d'emploi privées;projet de loi;2014-04-16;https://www.senat.fr/dossier-legislatif/pjl14-246.html;promulgué;;;2015-03-14;Loi n° 2015-278 du 13 mars 2015;Affaires étrangères et coopération,Transports,Travail;0;18957;Convention de l'Organisation internationale;;14-convention_OIT_agences_emploi_privees
pjl08-575;projet de loi autorisant la ratification de la convention sur les armes à sous-munitions;projet de loi;2009-06-10;https://www.senat.fr/dossier-legislatif/pjl08-575.html;promulgué;;;2009-09-22;Loi n° 2009-1133 du 21 septembre 2009;Affaires étrangères et coopération,Traités et conventions,Défense;0;70223;Armes à sous-munitions;;13-cvt_armes_sous-munitions
pjl10-438;projet de loi sur la participation des citoyens au fonctionnement de la justice pénale et le jugement des mineurs;projet de loi;2011-04-13;https://www.senat.fr/dossier-legislatif/pjl10-438.html;promulgué;partiellement conforme;2011-08-04;2011-08-11;Loi n° 2011-939 du 10 août 2011;Justice;469;319056;Jurys populaires;;13-fonctionnement_justice_penale
pjl19-596;projet de loi organique prorogeant le mandat des membres du Conseil économique, social et environnemental;projet de loi;2020-07-07;https://www.senat.fr/dossier-legislatif/pjl19-596.html;promulgué;conforme;2020-08-07;2020-08-11;Loi n° 2020-1022 du 10 août 2020;Pouvoirs publics et Constitution;4;15520;Prorogation du mandat des membres du CESE (texte organique);;15-prorogation_mandat_membres_cese
15-subventions_pme_conseils_departementaux_covid-19;Covid-19 : subventions aux PME et artisans;proposition de loi;2020-05-26;http://www.assemblee-nationale.fr/dyn/15/dossiers/subventions_pme_conseils_departementaux_covid-19;;;;;;;8;0;Covid-19 : subventions aux PME et artisans;;15-subventions_pme_conseils_departementaux_covid-19
pjl11-030;projet de loi de finances rectificative pour 2011;projet de loi;2011-10-12;https://www.senat.fr/dossier-legislatif/pjl11-030.html;promulgué;;;2011-11-03;Loi n° 2011-1416 du 2 novembre 2011;Budget,Économie et finances, fiscalité;21;89211;Budget (troisième loi de finances rectificative pour 2011);;13-troisieme_collectif_2011
pjl19-063;projet de loi relatif à la bioéthique;projet de loi;2019-07-24;https://www.senat.fr/dossier-legislatif/pjl19-063.html;;;;;;Société,Famille,Questions sociales et santé;2438;318631;Bioéthique;;15-bioethique_2
pjl15-109;projet de loi autorisant la ratification du protocole facultatif à la convention relative aux droits de l'enfant établissant une procédure de présentation de communications;projet de loi;2015-08-26;https://www.senat.fr/dossier-legislatif/pjl15-109.html;promulgué;;;2015-11-13;Loi n° 2015-1463 du 12 novembre 2015;Société,Affaires étrangères et coopération,Famille;0;6653;Convention relative aux droits de l'enfant;;14-presentation_communications_convention_droits_enfant
pjl16-047;projet de loi de modernisation, de développement et de protection des territoires de montagne;projet de loi;2016-09-14;https://www.senat.fr/dossier-legislatif/pjl16-047.html;promulgué;;;2016-12-29;Loi n° 2016-1888 du 28 décembre 2016;Environnement,Aménagement du territoire;1916;397863;Territoires de montagne;;14-modernisation_protection_territoires_montagne
pjl17-249;projet de loi autorisant la ratification de l'accord instituant la Fondation internationale UE-ALC;projet de loi;2018-01-24;https://www.senat.fr/dossier-legislatif/pjl17-249.html;promulgué;;;2018-10-10;Loi n° 2018-871 du 9 octobre 2018;Affaires étrangères et coopération,Traités et conventions;0;0;Accord instituant la Fondation internationale UE-ALC;;15-ratification_accord_fondation_internationale_ue-alc
15-mesures_urgence_intermittents_emploi;Proposition de loi pour des mesures d’urgence en faveur des intermittents de l’emploi;proposition de loi;2021-05-04;http://www.assemblee-nationale.fr/dyn/15/dossiers/mesures_urgence_intermittents_emploi;;;;;;;0;0;Proposition de loi pour des mesures d’urgence en faveur des intermittents de l’emploi;;15-mesures_urgence_intermittents_emploi
ppl09-695;proposition de loi relative au prix du livre numérique;proposition de loi;2010-09-08;https://www.senat.fr/dossier-legislatif/ppl09-695.html;promulgué;;;2011-05-28;Loi n° 2011-590 du 26 mai 2011;Culture,Éducation;65;122764;Livre numérique;;13-prix_livre_numerique
pjl15-228;projet de loi approbation de l'avenant à la convention du 21 juillet 1959 avec l'Allemagne en vue d'éviter les doubles impositions et d'établir des règles d'assistance administrative et juridique réciproque en matière d'impôts sur le revenu et sur la fortune;projet de loi;2015-10-21;https://www.senat.fr/dossier-legislatif/pjl15-228.html;promulgué;;;2015-12-23;Loi n° 2015-1716 du 22 décembre 2015;Affaires étrangères et coopération,Union européenne,Économie et finances, fiscalité;0;5866;Convention fiscale avec l'Allemagne;;14-avenant_convention_fiscale_allemagne
15-pupille_nationaux_operations_secours;Extension de la qualité de pupille de la Nation aux enfants des personnes décédées dans le cadre d'opérations de secours déclenchées en cas de crise de sécurité civile;proposition de loi;2019-09-25;http://www.assemblee-nationale.fr/dyn/15/dossiers/pupille_nationaux_operations_secours;;;;;;;0;0;Extension de la qualité de pupille de la Nation aux enfants des personnes décédées dans le cadre d'opérations de secours déclenchées en cas de crise de sécurité civile;;15-pupille_nationaux_operations_secours
pjl14-106;projet de loi Agence européenne pour la gestion opérationnelle des systèmes d'information à grande échelle au sein de l'espace de liberté, de sécurité et de justice;projet de loi;2014-11-20;https://www.senat.fr/dossier-legislatif/pjl14-106.html;promulgué;;;2016-06-15;Loi n° 2016-784 du 14 juin 2016;Affaires étrangères et coopération,Traités et conventions;0;12419;Gestion opérationnelle des systèmes d'information au niveau européen;;14-agence_europeenne_gestion_operationnelle_systemes_information
pjl18-558;projet de loi autorisant la ratification du traité entre la République française et la République fédérale d'Allemagne sur la coopération et l'intégration franco-allemandes;projet de loi;2019-06-07;https://www.senat.fr/dossier-legislatif/pjl18-558.html;promulgué;;;2019-10-22;Loi n° 2019-1066 du 21 octobre 2019;Affaires étrangères et coopération,Union européenne;1;43915;Traité sur la coopération et l'intégration franco-allemandes;;15-traite_cooperation_integration_franco-allemandes
ppl12-120;proposition de loi visant à faciliter l'exercice, par les élus locaux, de leur mandat;proposition de loi;2012-11-12;https://www.senat.fr/dossier-legislatif/ppl12-120.html;promulgué;;;2015-04-01;Loi n° 2015-366 du 31 mars 2015;Collectivités territoriales,Pouvoirs publics et Constitution;314;199670;Exercice des mandats locaux;;14-faciliter_exercice_elus_locaux_mandat
pjl15-242;projet de loi relatif à l'information de l'administration par l'institution judiciaire et à la protection des mineurs;projet de loi;2015-11-25;https://www.senat.fr/dossier-legislatif/pjl15-242.html;promulgué;;;2016-04-15;Loi n° 2016-457 du 14 avril 2016;Famille,Justice,Fonction publique;55;78062;Information de l'administration et protection des mineurs;;14-protection_mineurs
pjl14-242;projet de loi autorisant l'approbation de l'accord relatif aux services de transport aérien entre le Gouvernement de la République française et le Gouvernement de la République démocratique du Congo;projet de loi;2015-01-21;https://www.senat.fr/dossier-legislatif/pjl14-242.html;promulgué;;;2016-12-31;Loi n° 2016-1974 du 30 décembre 2016;Affaires étrangères et coopération,Traités et conventions,Transports;0;0;Accord France - Congo : services de transport aérien;;14-accord_Congo_transport_aerien
ppl16-557;proposition de loi tendant à soutenir les collectivités territoriales et leurs groupements dans leur mission d'accueil des gens du voyage;proposition de loi;2017-05-18;https://www.senat.fr/dossier-legislatif/ppl16-557.html;promulgué;;;2018-11-08;Loi n° 2018-957 du 7 novembre 2018;Collectivités territoriales,Police et sécurité,Famille;155;118536;Accueil des gens du voyage;;14-soutien_collectivites_accueil_gens_voyage
ppl08-517;proposition de loi organique tendant à permettre à Saint-Barthélemy d'imposer les revenus de source locale des personnes établies depuis moins de cinq ans;proposition de loi;2009-07-07;https://www.senat.fr/dossier-legislatif/ppl08-517.html;promulgué;conforme;2010-01-21;2010-01-26;Loi n° 2010-93 du 25 janvier 2010;Économie et finances, fiscalité,Outre-mer;2;0;Imposition des revenus de source locale (texte organique);;13-revenus_saintbarthelemy_5ans
pjl14-406;projet de loi de modernisation de notre système de santé;projet de loi;2014-10-15;https://www.senat.fr/dossier-legislatif/pjl14-406.html;promulgué;partiellement conforme;2016-01-21;2016-11-19;Loi n° 2016-41 du 26 janvier 2016;Société,Questions sociales et santé,Sécurité sociale;7184;1636329;Santé;;14-sante
pjl14-669;projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la République de Colombie sur l'encouragement et la protection réciproques des investissements;projet de loi;2015-09-02;https://www.senat.fr/dossier-legislatif/pjl14-669.html;promulgué;;;2016-07-13;Loi n° 2016-946 du 12 juillet 2016;Affaires étrangères et coopération,Entreprises;0;0;Accord avec la Colombie sur les investissements;;14-accord_colombie_investissements
ppl12-460;proposition de loi visant à garantir la qualité de l'offre alimentaire en outre-mer;proposition de loi;2012-11-13;https://www.senat.fr/dossier-legislatif/ppl12-460.html;promulgué;;;2013-06-04;Loi n° 2013-453 du 3 juin 2013;Outre-mer,Questions sociales et santé;7;59198;Offre alimentaire en outre-mer;;14-taux_sucre_produits_outre-mer
ppl18-410;proposition de loi visant à améliorer la trésorerie des associations;proposition de loi;2018-10-17;https://www.senat.fr/dossier-legislatif/ppl18-410.html;;;;;;Société,Économie et finances, fiscalité;161;113996;Améliorer la trésorerie des associations;;15-amelioration_tresorerie_associations
ppl18-487;proposition de loi visant à renforcer l'accompagnement des jeunes majeurs vulnérables vers l'autonomie;proposition de loi;2018-06-13;https://www.senat.fr/dossier-legislatif/ppl18-487.html;;;;;;;198;47532;Renforcer l'accompagnement des jeunes majeurs vulnérables vers l'autonomie;;15-accompagnement_jeunes_majeurs_vulnerables_autonomie
pjl11-496;projet de loi autorisant l'approbation de l'accord de coopération en matière de sécurité intérieure entre le Gouvernement de la République française et le Gouvernement de l'Etat des Emirats arabes unis;projet de loi;2012-04-11;https://www.senat.fr/dossier-legislatif/pjl11-496.html;promulgué;;;2014-08-06;Loi n° 2014-875 du 4 août 2014;Affaires étrangères et coopération,Police et sécurité,Traités et conventions;0;8602;Accord France - Émirats arabes unis : sécurité intérieure;;14-accord_securite_interieure_EAU
pjl15-176;projet de loi prorogeant l'application de la loi n° 55-385 du 3 avril 1955 relative à l'état d'urgence et renforçant l'efficacité de ses dispositions;projet de loi;2015-11-18;https://www.senat.fr/dossier-legislatif/pjl15-176.html;promulgué;;;2015-11-21;Loi n° 2015-1501 du 20 novembre 2015;Police et sécurité,Pouvoirs publics et Constitution,Défense;124;238421;État d'urgence;;14-prorogation_loi_55-385
